views,favorite,post_info,price,car_name,year,A_C,emission_class,seats_amount,horsepower,color,"car_mileage, km","engine_capacity, cc",type_of_drive,doors,fuel,car_type,gearbox
191,1,updated 3 weeks ago,7700,Audi A1,2012,automatic A/C,Euro 5,5,86 HP (63 kW),black,125225,1197,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
34,0,posted 5 days ago,10500,Audi A1,2011,automatic A/C,Euro 5,5,105 HP (77 kW),red,176355,1600,front,2/3 doors,diesel,hatchback,"manual, 5 speeds"
29,0,posted 2 days ago,7300,Audi A1,2011,manual A/C,Euro 5,4,86 HP (63 kW),gray,169000,1197,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
131,1,posted 2 weeks ago,6000,Audi A1,2011,automatic A/C,Euro 1,4,90 HP (66 kW),white,174000,1598,front,2/3 doors,diesel,limousine,"manual, multiple speeds"
991,6,updated a week ago,8250,Audi A1,2010,automatic A/C,Euro 5,4,122 HP (90 kW),black,209000,1389,front,2/3 doors,petrol,hatchback,automatic
82,1,posted 2 weeks ago,6800,Audi A1,2010,automatic A/C,Euro 5,4,105 HP (77 kW),gray,167000,1600,front,2/3 doors,diesel,hatchback,"manual, 5 speeds"
77,1,posted 5 days ago,2550,Audi A2,2003,no A/C,,4,110 HP (81 kW),black,153000,1600,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
891,10,updated 2 days ago,2300,Audi A2,2002,automatic A/C,Euro 4,4,110 HP (81 kW),black,180000,1600,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
108,1,posted a week ago,2350,Audi A2,2002,automatic A/C,Euro 3,4,75 HP (55 kW),black,189000,1400,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
150,4,posted 4 weeks ago,2300,Audi A2,2002,automatic A/C,Euro 5,5,105 HP (77 kW),silver,170000,1400,front,4/5 doors,petrol,minivan (MPV),"manual, 5 speeds"
24,2,yesterday,2450,Audi A2,2001,manual A/C,Euro 3,5,75 HP (55 kW),teget,222390,1390,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
177,1,updated 2 weeks ago,2750,Audi A2,2001,automatic A/C,Euro 3,4,80 HP (59 kW),gray,280000,1400,front,4/5 doors,petrol,minivan (MPV),"manual, 5 speeds"
263,2,updated 3 weeks ago,16900,Audi A3,2019,automatic A/C,Euro 6,5,116 HP (85 kW),black,78800,999,front,4/5 doors,petrol,hatchback,"manual, 6 speeds"
53,0,posted a week ago,16990,Audi A3,2018,automatic A/C,Euro 6,5,150 HP (110 kW),teget,213000,1968,front,4/5 doors,diesel,limousine,automatic
119,3,updated a week ago,15900,Audi A3,2017,automatic A/C,Euro 6,5,150 HP (110 kW),silver,198205,1968,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
45,0,posted 4 days ago,14500,Audi A3,2017,automatic A/C,Euro 6,6,109 HP (80 kW),black,218500,1598,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
97,2,posted 4 weeks ago,15800,Audi A3,2017,automatic A/C,Euro 6,5,110 HP (81 kW),gray,240000,1600,front,4/5 doors,diesel,hatchback,automatic
105,2,posted 2 weeks ago,12500,Audi A3,2017,automatic A/C,,5,110 HP (81 kW),gray,145000,1598,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
63,3,posted 3 weeks ago,19500,Audi A3,2017,automatic A/C,Euro 6,5,150 HP (110 kW),black,170000,2000,front,4/5 doors,diesel,limousine,automatic
93,1,posted 4 days ago,11900,Audi A3,2016,automatic A/C,Euro 6,5,110 HP (81 kW),black,167200,1598,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
42,0,posted 4 days ago,15000,Audi A3,2016,automatic A/C,Euro 4,5,159 HP (117 kW),black,192000,1390,front,4/5 doors,petrol,limousine,automatic
155,2,updated a week ago,13999,Audi A3,2016,automatic A/C,,5,125 HP (92 kW),gray,85000,1400,front,4/5 doors,petrol,hatchback,automatic
79,1,posted 2 weeks ago,12990,Audi A3,2016,automatic A/C,Euro 6,5,110 HP (81 kW),black,163000,1598,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
461,3,updated a week ago,13750,Audi A3,2015,automatic A/C,Euro 6,5,109 HP (80 kW),white,197400,1400,front,4/5 doors,methane,hatchback,automatic
148,0,updated a week ago,10800,Audi A3,2015,manual A/C,,5,110 HP (81 kW),black,214000,1598,front,4/5 doors,diesel,hatchback,automatic
49,0,posted 3 days ago,13500,Audi A3,2015,automatic A/C,Euro 6,5,204 HP (150 kW),red,204000,1400,front,4/5 doors,hybrid,hatchback,automatic
60,2,posted a week ago,10999,Audi A3,2015,automatic A/C,Euro 5,5,105 HP (77 kW),black,230000,1598,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
356,0,updated a week ago,19540,Audi A3,2015,automatic A/C,,5,125 HP (92 kW),gray,73000,1300,front,4/5 doors,petrol,hatchback,automatic
75,0,posted a week ago,11500,Audi A3,2014,no A/C,Euro 5,5,213 HP (157 kW),white,217035,2000,front,2/3 doors,diesel,coupe,automatic
799,4,updated a week ago,12600,Audi A3,2014,automatic A/C,Euro 5,5,110 HP (81 kW),white,191600,1600,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
35,1,posted 4 days ago,11599,Audi A3,2014,automatic A/C,Euro 6,5,110 HP (81 kW),blue,94950,1400,front,4/5 doors,methane,hatchback,"manual, 6 speeds"
417,4,updated a week ago,10400,Audi A3,2014,manual A/C,Euro 5,4,105 HP (77 kW),gray,160000,1598,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
53,0,posted 2 days ago,9200,Audi A3,2013,automatic A/C,Euro 5,5,150 HP (110 kW),black,193000,2000,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
185,3,posted 4 weeks ago,7200,Audi A3,2012,manual A/C,,5,102 HP (75 kW),white,188000,1595,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
306,2,updated 2 weeks ago,6500,Audi A3,2012,manual A/C,Euro 5,5,105 HP (77 kW),black,210000,1200,front,4/5 doors,petrol,limousine,"manual, 6 speeds"
190,1,posted 3 weeks ago,6000,Audi A3,2012,manual A/C,Euro 4,5,105 HP (77 kW),black,203000,1600,front,2/3 doors,diesel,coupe,"manual, 5 speeds"
102,0,posted 2 weeks ago,7800,Audi A3,2012,automatic A/C,Euro 5,5,105 HP (77 kW),black,190000,1196,front,4/5 doors,petrol,hatchback,"manual, 6 speeds"
776,2,updated 3 days ago,7500,Audi A3,2011,automatic A/C,Euro 5,5,140 HP (103 kW),red,238000,1968,front,2/3 doors,diesel,limousine,"manual, 6 speeds"
120,0,posted a week ago,6200,Audi A3,2011,automatic A/C,Euro 5,5,105 HP (77 kW),black,217000,1127,front,2/3 doors,petrol,hatchback,"manual, 6 speeds"
40,0,posted 6 days ago,7400,Audi A3,2011,automatic A/C,Euro 5,5,105 HP (77 kW),black,314000,1598,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
105,1,posted 4 weeks ago,7100,Audi A3,2011,automatic A/C,Euro 5,5,158 HP (116 kW),black,178100,1798,4x4,4/5 doors,petrol,hatchback,"manual, 6 speeds"
57,1,posted a week ago,7300,Audi A3,2010,automatic A/C,Euro 5,5,160 HP (118 kW),white,217000,1798,4x4,4/5 doors,petrol,hatchback,"manual, 6 speeds"
219,0,updated 3 days ago,7499,Audi A3,2010,automatic A/C,Euro 5,5,160 HP (118 kW),brown,230000,1799,4x4,4/5 doors,petrol,limousine,"manual, 6 speeds"
62,1,posted 3 weeks ago,7000,Audi A3,2010,automatic A/C,Euro 5,5,105 HP (77 kW),black,190600,1600,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
195,4,posted 3 weeks ago,5300,Audi A3,2010,manual A/C,Euro 4,5,90 HP (66 kW),black,197200,1600,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
182,1,posted 2 weeks ago,5800,Audi A3,2009,automatic A/C,Euro 4,5,105 HP (77 kW),gray,300000,1895,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
54,0,posted 3 weeks ago,8000,Audi A3,2009,automatic A/C,Euro 5,5,140 HP (103 kW),black,261830,1963,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
68,1,posted a week ago,6850,Audi A3,2009,automatic A/C,Euro 4,5,170 HP (125 kW),white,211011,1968,4x4,2/3 doors,diesel,hatchback,"manual, 6 speeds"
34,0,yesterday,6450,Audi A3,2009,manual A/C,Euro 5,5,105 HP (77 kW),black,258921,1897,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
128,2,posted 5 days ago,4000,Audi A3,2009,no A/C,Euro 4,3,102 HP (75 kW),red,200000,1595,front,2/3 doors,petrol + gas,coupe,"manual, 5 speeds"
599,5,posted 2 weeks ago,1700,Audi A3,2009,manual A/C,Euro 4,5,200 HP (147 kW),black,221352,1998,front,4/5 doors,petrol,hatchback,automatic
81,0,posted a week ago,6900,Audi A3,2009,automatic A/C,Euro 4,5,160 HP (118 kW),black,228000,1798,front,4/5 doors,petrol,hatchback,automatic
41,1,yesterday,7499,Audi A3,2009,automatic A/C,Euro 5,5,140 HP (103 kW),black,24800,1998,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
172,1,updated 4 days ago,4500,Audi A3,2009,automatic A/C,Euro 4,5,129 HP (95 kW),gray,230000,1400,front,2/3 doors,petrol,hatchback,"manual, 6 speeds"
57,0,posted a week ago,7200,Audi A3,2009,automatic A/C,Euro 5,5,140 HP (103 kW),red,265,2000,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
32,0,posted a week ago,7200,Audi A3,2009,automatic A/C,Euro 5,5,140 HP (103 kW),red,265000,2000,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
266,0,updated 3 weeks ago,6800,Audi A3,2009,automatic A/C,Euro 5,5,160 HP (118 kW),black,218000,1798,front,4/5 doors,petrol,limousine,"manual, 6 speeds"
14,0,posted a week ago,7200,Audi A3,2009,automatic A/C,Euro 5,5,140 HP (103 kW),red,265,2000,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
54,0,posted 2 weeks ago,7250,Audi A3,2009,automatic A/C,Euro 5,5,136 HP (100 kW),green,194000,1896,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
614,2,updated a week ago,8600,Audi A3,2009,automatic A/C,Euro 4,4,140 HP (103 kW),black,296123,2000,front,2/3 doors,diesel,cabriolet,"manual, 6 speeds"
364,5,updated 4 days ago,5499,Audi A3,2008,manual A/C,Euro 4,5,105 HP (77 kW),gray,250000,1898,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
128,0,posted 3 weeks ago,5000,Audi A3,2008,automatic A/C,,5,140 HP (103 kW),black,230000,1989,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
74,0,posted a week ago,5490,Audi A3,2008,automatic A/C,Euro 5,5,125 HP (92 kW),gray,150912,1390,front,4/5 doors,petrol,hatchback,"manual, 6 speeds"
21,0,posted 3 days ago,6750,Audi A3,2008,automatic A/C,Euro 4,5,105 HP (77 kW),gray,191100,1896,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
124,0,updated 2 weeks ago,7300,Audi A3,2008,automatic A/C,Euro 4,5,125 HP (92 kW),black,275000,1390,front,4/5 doors,petrol,hatchback,"manual, 6 speeds"
427,2,updated 2 weeks ago,6500,Audi A3,2008,automatic A/C,Euro 5,5,139 HP (102 kW),gray,189000,2000,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
1526,10,updated 3 days ago,4200,Audi A3,2007,automatic A/C,Euro 4,5,170 HP (125 kW),gray,225000,1968,front,4/5 doors,diesel,hatchback,automatic
192,3,posted a week ago,4200,Audi A3,2007,automatic A/C,Euro 5,5,105 HP (77 kW),gray,165000,1896,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
70,1,posted 3 weeks ago,4850,Audi A3,2007,automatic A/C,Euro 4,5,125 HP (92 kW),silver,270000,1390,front,4/5 doors,petrol,hatchback,"manual, 6 speeds"
105,2,posted a week ago,4950,Audi A3,2007,no A/C,,5,102 HP (75 kW),black,137700,1595,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
20,0,posted 4 days ago,5499,Audi A3,2007,automatic A/C,Euro 4,5,102 HP (75 kW),blue,239000,1900,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
327,2,posted 3 weeks ago,2600,Audi A3,2007,automatic A/C,Euro 4,5,160 HP (118 kW),black,265000,1798,front,4/5 doors,petrol,hatchback,"manual, 6 speeds"
433,0,posted 4 weeks ago,100,Audi A3,2007,automatic A/C,Euro 4,5,170 HP (125 kW),red,270000,2000,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
165,1,posted 2 weeks ago,4150,Audi A3,2007,automatic A/C,Euro 4,6,160 HP (118 kW),red,270000,1798,front,2/3 doors,petrol,hatchback,"manual, 6 speeds"
90,0,posted 2 weeks ago,4000,Audi A3,2007,automatic A/C,Euro 4,5,140 HP (103 kW),black,251000,2000,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
56,1,posted 2 weeks ago,5500,Audi A3,2007,automatic A/C,Euro 4,5,170 HP (125 kW),gray,237542,2000,front,4/5 doors,diesel,hatchback,automatic
146,1,posted 2 weeks ago,4700,Audi A3,2007,automatic A/C,Euro 4,5,105 HP (77 kW),gray,200000,1900,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
36,1,updated a week ago,4300,Audi A3,2007,,,,,,,,,,,,
26,0,posted 6 days ago,5600,Audi A3,2006,automatic A/C,Euro 4,5,105 HP (77 kW),gray,295002,1896,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
1216,8,updated 3 days ago,2850,Audi A3,2006,automatic A/C,Euro 4,5,116 HP (85 kW),black,196000,1590,front,4/5 doors,petrol,caravan,"manual, 6 speeds"
13,0,posted 5 days ago,5200,Audi A3,2006,automatic A/C,Euro 5,5,105 HP (77 kW),gray,248500,1896,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
37,1,posted 5 days ago,5500,Audi A3,2006,automatic A/C,Euro 4,5,105 HP (77 kW),gray,224748,1900,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
44,1,posted a week ago,4550,Audi A3,2006,manual A/C,Euro 4,5,105 HP (77 kW),black,192000,1895,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
122,3,posted 2 weeks ago,4000,Audi A3,2006,manual A/C,Euro 5,5,140 HP (103 kW),black,280000,1930,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
60,0,posted a week ago,5200,Audi A3,2006,manual A/C,Euro 4,5,105 HP (77 kW),gray,280000,1900,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
111,0,posted a week ago,5000,Audi A3,2006,automatic A/C,Euro 6,5,190 HP (140 kW),black,218000,2000,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
379,2,updated 6 days ago,3890,Audi A3,2006,manual A/C,Euro 4,5,170 HP (125 kW),gray,257000,1986,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
54,2,posted 4 days ago,4300,Audi A3,2006,automatic A/C,Euro 4,5,140 HP (103 kW),gray,205000,2000,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
57,0,posted a week ago,5200,Audi A3,2006,automatic A/C,Euro 4,5,105 HP (77 kW),red,260000,1890,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
85,1,posted a week ago,4450,Audi A3,2006,automatic A/C,Euro 4,5,140 HP (103 kW),gray,201736,1968,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
62,0,posted 2 weeks ago,5000,Audi A3,2006,automatic A/C,Euro 4,4,140 HP (103 kW),gray,207800,2000,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
189,1,posted 2 weeks ago,4200,Audi A3,2006,no A/C,Euro 4,5,105 HP (77 kW),gray,253000,1900,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
53,1,posted 2 days ago,3630,Audi A3,2005,automatic A/C,Euro 4,5,140 HP (103 kW),gray,327770,2000,front,2/3 doors,diesel,coupe,"manual, 6 speeds"
43,0,posted 3 days ago,4300,Audi A3,2005,automatic A/C,Euro 4,5,102 HP (75 kW),blue,189000,1600,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
111,0,posted a week ago,3600,Audi A3,2005,automatic A/C,Euro 3,5,140 HP (103 kW),red,300000,1956,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
154,6,posted 3 days ago,2500,Audi A3,2005,manual A/C,Euro 3,5,140 HP (103 kW),blue,22500,2000,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
34,0,posted 3 days ago,3850,Audi A3,2005,automatic A/C,Euro 4,5,105 HP (77 kW),blue,250000,1989,front,2/3 doors,diesel,hatchback,"manual, 5 speeds"
64,0,posted 6 days ago,3500,Audi A3,2005,automatic A/C,Euro 4,5,140 HP (103 kW),black,275000,2000,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
145,1,posted a week ago,3600,Audi A3,2005,automatic A/C,Euro 4,5,140 HP (103 kW),black,260000,2000,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
53,0,posted 5 days ago,6150,Audi A3,2005,no A/C,Euro 4,5,105 HP (77 kW),black,307000,1896,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
67,1,posted a week ago,4200,Audi A3,2005,automatic A/C,Euro 4,5,140 HP (103 kW),gray,275000,1968,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
56,0,posted a week ago,4900,Audi A3,2005,automatic A/C,Euro 4,5,105 HP (77 kW),black,291154,1890,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
78,1,posted a week ago,3800,Audi A3,2005,automatic A/C,Euro 4,5,105 HP (77 kW),gray,280000,1900,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
92,2,posted a week ago,3799,Audi A3,2005,automatic A/C,Euro 5,5,140 HP (103 kW),black,218082,1968,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
42,0,yesterday,3700,Audi A3,2005,automatic A/C,Euro 3,5,140 HP (103 kW),black,300000,1998,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
107,1,updated 4 days ago,4000,Audi A3,2005,automatic A/C,Euro 3,5,150 HP (110 kW),blue,308000,2000,front,4/5 doors,petrol,hatchback,"manual, 6 speeds"
61,0,posted 3 days ago,4300,Audi A3,2005,automatic A/C,Euro 4,5,102 HP (75 kW),blue,190798,1595,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
62,0,posted a week ago,4600,Audi A3,2005,manual A/C,,5,105 HP (77 kW),yellow,176000,1899,front,4/5 doors,diesel,caravan,"manual, 5 speeds"
75,1,posted 2 weeks ago,3400,Audi A3,2005,automatic A/C,,5,105 HP (77 kW),black,336000,1968,front,2/3 doors,diesel,hatchback,"manual, 5 speeds"
136,5,posted 4 weeks ago,120,Audi A3,2005,automatic A/C,Euro 3,5,131 HP (96 kW),black,297000,1900,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
476,5,posted 3 weeks ago,100,Audi A3,2005,automatic A/C,Euro 4,5,90 HP (66 kW),gray,1,1900,front,2/3 doors,diesel,hatchback,"manual, 5 speeds"
97,1,posted 2 weeks ago,4200,Audi A3,2005,automatic A/C,Euro 4,5,140 HP (103 kW),black,247000,1966,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
22,0,posted today,4100,Audi A3,2004,automatic A/C,,5,116 HP (85 kW),blue,238000,1600,front,4/5 doors,petrol,hatchback,"manual, 6 speeds"
141,1,posted a week ago,2500,Audi A3,2004,automatic A/C,,5,140 HP (103 kW),black,2220000,1999,front,2/3 doors,diesel,hatchback,"manual, 5 speeds"
361,11,posted a week ago,1800,Audi A3,2004,no A/C,,5,140 HP (103 kW),gray,255000,2000,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
141,1,updated today,3750,Audi A3,2004,automatic A/C,Euro 4,5,150 HP (110 kW),gray,201459,1984,front,4/5 doors,petrol,hatchback,"manual, 6 speeds"
1140,5,updated 6 days ago,3080,Audi A3,2004,manual A/C,Euro 3,5,140 HP (103 kW),black,258000,1968,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
74,0,yesterday,2300,Audi A3,2004,automatic A/C,Euro 4,5,140 HP (103 kW),gray,270000,1980,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
985,16,updated yesterday,2500,Audi A3,2004,manual A/C,,5,102 HP (75 kW),black,300000,1600,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
42,0,yesterday,3200,Audi A3,2004,automatic A/C,Euro 4,5,160 HP (118 kW),black,222466,2000,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
108,1,posted 2 weeks ago,3750,Audi A3,2004,automatic A/C,Euro 4,5,150 HP (110 kW),gray,201450,1984,front,4/5 doors,petrol,hatchback,"manual, 6 speeds"
129,1,posted 2 weeks ago,3350,Audi A3,2004,automatic A/C,Euro 3,5,140 HP (103 kW),black,311211,2000,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
313,9,posted 2 weeks ago,2000,Audi A3,2004,automatic A/C,,5,101 HP (74 kW),blue,222222,1600,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
57,0,posted 2 days ago,2500,Audi A3,2003,manual A/C,Euro 4,5,105 HP (77 kW),gray,300252,1900,front,2/3 doors,diesel,hatchback,"manual, 5 speeds"
54,0,posted 3 days ago,3500,Audi A3,2003,automatic A/C,Euro 4,5,140 HP (103 kW),gray,298000,1998,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
89,0,posted 2 days ago,2850,Audi A3,2003,automatic A/C,Euro 4,5,140 HP (103 kW),black,254000,1964,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
1700,6,updated 2 weeks ago,3499,Audi A3,2003,automatic A/C,Euro 4,5,120 HP (88 kW),silver,287000,1986,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
72,0,posted a week ago,3300,Audi A3,2003,automatic A/C,Euro 3,5,139 HP (102 kW),black,230000,1998,front,2/3 doors,diesel,coupe,"manual, 6 speeds"
61,0,posted 2 days ago,3000,Audi A3,2003,automatic A/C,Euro 4,5,141 HP (104 kW),black,210000,2000,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
424,3,updated a week ago,2450,Audi A3,2003,manual A/C,,5,102 HP (75 kW),teget,194000,1545,front,2/3 doors,petrol,coupe,"manual, 5 speeds"
96,2,posted 3 weeks ago,3300,Audi A3,2003,automatic A/C,Euro 4,5,116 HP (85 kW),yellow,283683,1598,front,2/3 doors,petrol,hatchback,"manual, 6 speeds"
79,0,posted a week ago,3400,Audi A3,2003,automatic A/C,Euro 3,5,102 HP (75 kW),gray,210000,1565,front,2/3 doors,petrol,hatchback,automatic
10260,36,updated 6 days ago,2000,Audi A3,2002,automatic A/C,Euro 3,5,100 HP (74 kW),blue,190000,1600,front,2/3 doors,petrol,limousine,"manual, 5 speeds"
86,1,posted 5 days ago,1850,Audi A3,2002,automatic A/C,Euro 3,5,151 HP (111 kW),red,300000,1900,front,2/3 doors,diesel,coupe,"manual, 5 speeds"
184,1,posted 3 weeks ago,2000,Audi A3,2002,manual A/C,Euro 3,5,131 HP (96 kW),blue,300000,1896,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
87,0,posted 2 days ago,2200,Audi A3,2002,automatic A/C,Euro 4,3,118 HP (87 kW),black,313000,1600,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
334,3,posted 3 weeks ago,1500,Audi A3,2002,automatic A/C,Euro 3,5,125 HP (92 kW),teget,267000,1900,front,2/3 doors,diesel,hatchback,"manual, 6 speeds"
128,1,posted 2 weeks ago,3250,Audi A3,2002,automatic A/C,Euro 3,5,179 HP (132 kW),black,215990,1795,4x4,4/5 doors,petrol,hatchback,"manual, 6 speeds"
19,0,posted 3 days ago,2700,Audi A3,2001,automatic A/C,Euro 3,5,101 HP (74 kW),blue,255000,1890,front,4/5 doors,diesel,hatchback,automatic
605,6,updated yesterday,2400,Audi A3,2001,no A/C,,5,124 HP (91 kW),gray,36000,1800,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
359,5,updated a week ago,1500,Audi A3,2001,automatic A/C,Euro 4,5,101 HP (74 kW),gray,300000,1598,front,2/3 doors,petrol + gas,coupe,"manual, 5 speeds"
137,1,posted 2 weeks ago,2200,Audi A3,2001,automatic A/C,,5,90 HP (66 kW),blue,320000,1900,front,2/3 doors,diesel,hatchback,"manual, 5 speeds"
203,0,posted 2 weeks ago,1400,Audi A3,2001,automatic A/C,,5,102 HP (75 kW),blue,274000,1595,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
38,0,yesterday,2950,Audi A3,2000,manual A/C,Euro 3,5,105 HP (77 kW),blue,350000,1900,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
424,3,updated a week ago,1250,Audi A3,2000,automatic A/C,Euro 3,5,125 HP (92 kW),black,376873,1800,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
565,0,posted a week ago,300,Audi A3,2000,automatic A/C,Euro 3,5,101 HP (74 kW),golden,300000,1900,front,2/3 doors,diesel,hatchback,"manual, 5 speeds"
