views,favorite,post_info,price,car_name,year,A_C,emission_class,seats_amount,horsepower,color,"car_mileage, km","engine_capacity, cc",type_of_drive,doors,fuel,car_type,gearbox
82,1,yesterday,2400,BMW 520,2006,manual A/C,Euro 4,5,163 HP (120 kW),gray,220000,2000,back,4/5 doors,diesel,limousine,automatic
105,0,posted a week ago,5900,BMW 520,2006,manual A/C,Euro 4,5,150 HP (110 kW),gray,285000,1995,back,4/5 doors,diesel,limousine,"manual, 6 speeds"
1268,12,updated 2 weeks ago,7800,BMW 520,2006,manual A/C,Euro 4,5,163 HP (120 kW),black,267000,1995,back,4/5 doors,diesel,limousine,"manual, 6 speeds"
132,2,updated a week ago,6800,BMW 520,2006,manual A/C,Euro 4,5,150 HP (110 kW),gray,285000,2000,back,4/5 doors,diesel,limousine,"manual, 6 speeds"
73,0,posted a week ago,6299,BMW 520,2006,automatic A/C,Euro 4,5,163 HP (120 kW),gray,248339,2000,back,4/5 doors,diesel,limousine,automatic
170,1,posted a week ago,5900,BMW 520,2006,automatic A/C,Euro 4,5,150 HP (110 kW),blue,254000,1995,back,4/5 doors,diesel,limousine,automatic
169,1,posted 3 weeks ago,5490,BMW 520,2006,automatic A/C,Euro 4,5,163 HP (120 kW),gray,304000,1995,back,4/5 doors,diesel,caravan,automatic
63,0,posted 2 weeks ago,6599,BMW 520,2005,automatic A/C,Euro 4,5,167 HP (123 kW),gray,366217,2000,back,4/5 doors,diesel,limousine,"manual, 6 speeds"
193,1,posted 4 weeks ago,5000,BMW 520,2004,automatic A/C,,5,170 HP (125 kW),black,260000,2200,back,4/5 doors,petrol,limousine,automatic
414,4,updated a week ago,3999,BMW 520,2004,manual A/C,Euro 3,5,170 HP (125 kW),gray,230000,2198,back,4/5 doors,petrol,limousine,"manual, 6 speeds"
532,0,updated 4 days ago,1000,BMW 520,2002,manual A/C,Euro 3,5,136 HP (100 kW),black,300000,2000,back,4/5 doors,diesel,caravan,"manual, 5 speeds"
177,1,posted a week ago,1200,BMW 520,2002,automatic A/C,,5,122 HP (90 kW),black,220000,1998,back,4/5 doors,diesel,limousine,"manual, 5 speeds"
395,4,posted a week ago,650,BMW 520,2002,automatic A/C,Euro 3,5,170 HP (125 kW),gray,60000,2170,back,4/5 doors,petrol,caravan,"manual, 5 speeds"
12,0,posted today,3350,BMW 520,2000,manual A/C,Euro 3,5,170 HP (125 kW),white,353682,2171,back,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
1424,8,updated a week ago,2500,BMW 520,2000,automatic A/C,Euro 2,5,136 HP (100 kW),gray,370000,1995,back,4/5 doors,diesel,caravan,"manual, 5 speeds"
222,1,posted 2 days ago,950,BMW 520,1999,manual A/C,Euro 3,5,150 HP (110 kW),white,123000,1997,back,4/5 doors,petrol + gas,caravan,"manual, 6 speeds"
281,3,posted 3 weeks ago,1600,BMW 520,1999,automatic A/C,,5,150 HP (110 kW),black,485896,2000,back,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
466,5,updated 2 weeks ago,4899,BMW 520,1998,automatic A/C,,5,150 HP (110 kW),gray,483325,2000,back,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
46,0,posted today,1000,BMW 520,1996,no A/C,Euro 3,5,150 HP (110 kW),gray,300000,2000,back,4/5 doors,petrol,limousine,"manual, 5 speeds"
54,0,posted 2 weeks ago,7900,BMW 520,1996,manual A/C,Euro 1,5,150 HP (110 kW),gray,280000,2000,back,4/5 doors,petrol,caravan,"manual, 5 speeds"
236,4,updated 3 weeks ago,13300,BMW 525,2012,automatic A/C,Euro 5,5,218 HP (160 kW),white,225140,1998,4x4,4/5 doors,diesel,caravan,automatic
28,0,posted 2 weeks ago,14900,BMW 525,2012,automatic A/C,Euro 5,5,218 HP (160 kW),gray,315000,1998,back,4/5 doors,diesel,limousine,automatic
2144,11,updated a week ago,14900,BMW 525,2011,automatic A/C,Euro 5,5,203 HP (150 kW),gray,192000,2993,back,4/5 doors,diesel,limousine,"manual, 6 speeds"
29,0,posted 6 days ago,13000,BMW 525,2011,manual A/C,,5,218 HP (160 kW),black,230141,1995,4x4,4/5 doors,diesel,caravan,automatic
30,0,posted 2 days ago,6500,BMW 525,2007,automatic A/C,Euro 4,5,163 HP (120 kW),white,287000,2499,back,4/5 doors,diesel,limousine,automatic
110,1,updated a week ago,6250,BMW 525,2006,no A/C,,5,177 HP (130 kW),gray,215000,2485,back,4/5 doors,diesel,limousine,automatic
18,0,posted today,4500,BMW 525,2006,automatic A/C,Euro 3,5,177 HP (130 kW),black,370000,2497,back,4/5 doors,diesel,limousine,automatic
440,4,updated yesterday,5000,BMW 525,2006,automatic A/C,Euro 4,5,163 HP (120 kW),gray,270850,2500,back,4/5 doors,diesel,limousine,"manual, 6 speeds"
63,1,posted a week ago,4099,BMW 525,2005,manual A/C,Euro 4,5,177 HP (130 kW),black,268593,2486,back,4/5 doors,diesel,caravan,automatic
64,1,posted 2 days ago,4500,BMW 525,2005,automatic A/C,Euro 4,5,177 HP (130 kW),black,270000,2500,back,4/5 doors,diesel,limousine,automatic
207,1,updated 2 weeks ago,7800,BMW 525,2004,automatic A/C,Euro 4,5,200 HP (147 kW),blue,320000,2498,back,4/5 doors,petrol + gas,limousine,"manual, 6 speeds"
83,0,posted 2 weeks ago,5150,BMW 525,2004,manual A/C,Euro 4,5,196 HP (144 kW),gray,241000,2500,back,4/5 doors,petrol,limousine,automatic
797,2,updated a week ago,5000,BMW 525,2004,automatic A/C,Euro 4,5,177 HP (130 kW),black,255000,2497,back,4/5 doors,diesel,caravan,"manual, 6 speeds"
114,1,posted 2 weeks ago,1700,BMW 525,2002,automatic A/C,,5,163 HP (120 kW),teget,330000,2500,back,4/5 doors,diesel,caravan,"manual, 5 speeds"
605,3,updated 2 weeks ago,3000,BMW 525,2001,automatic A/C,Euro 3,5,163 HP (120 kW),black,336000,2500,back,4/5 doors,diesel,limousine,automatic
85,0,posted 3 weeks ago,5000,BMW 525,2001,automatic A/C,Euro 3,5,162 HP (119 kW),gray,520250,2500,back,4/5 doors,diesel,limousine,"manual, 5 speeds"
2735,8,updated 4 days ago,1250,BMW 525,1992,manual A/C,Euro 2,5,142 HP (105 kW),teget,300000,2497,back,4/5 doors,diesel,limousine,"manual, 5 speeds"
2582,20,updated a week ago,1150,BMW 525,1991,no A/C,Euro 2,5,143 HP (105 kW),gray,300000,2497,back,4/5 doors,diesel,caravan,"manual, 5 speeds"
5064,21,updated a week ago,20000,BMW 528,2014,automatic A/C,Euro 5,5,245 HP (180 kW),black,260000,2000,4x4,4/5 doors,petrol,limousine,automatic
291,6,updated 4 days ago,3800,BMW 528,1999,manual A/C,Euro 3,5,192 HP (141 kW),blue,203000,2800,back,4/5 doors,petrol,limousine,"manual, 5 speeds"
220,3,updated 2 weeks ago,5000,BMW 528,1996,automatic A/C,,5,192 HP (141 kW),black,175000,2800,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
41,0,posted 3 days ago,43000,BMW 530,2019,automatic A/C,Euro 6,5,252 HP (185 kW),white,90000,1998,back,4/5 doors,hybrid,limousine,automatic
40,0,posted 3 days ago,6950,BMW 530,2008,automatic A/C,Euro 4,5,235 HP (173 kW),white,329000,2989,4x4,4/5 doors,diesel,caravan,automatic
90,0,posted a week ago,5500,BMW 530,2007,automatic A/C,Euro 5,5,200 HP (147 kW),gray,320000,2999,back,4/5 doors,diesel,limousine,automatic
723,6,updated 3 days ago,5000,BMW 530,2006,automatic A/C,Euro 4,5,231 HP (170 kW),gray,316000,3000,4x4,4/5 doors,diesel,caravan,automatic
168,0,posted 2 weeks ago,3700,BMW 530,2005,manual A/C,Euro 4,5,218 HP (160 kW),black,310000,3000,back,4/5 doors,diesel,caravan,automatic
43,0,posted 5 days ago,7099,BMW 530,2005,automatic A/C,,5,231 HP (170 kW),yellow,257000,3000,back,4/5 doors,diesel,limousine,"manual, 6 speeds"
465,5,updated 4 weeks ago,5900,BMW 530,2005,automatic A/C,Euro 3,6,231 HP (170 kW),gray,300000,3000,4x4,4/5 doors,diesel,limousine,automatic
90,0,posted 3 days ago,3800,BMW 530,2004,automatic A/C,Euro 4,5,218 HP (160 kW),gray,335740,2997,back,4/5 doors,diesel,limousine,"manual, 6 speeds"
65,1,posted 2 days ago,3800,BMW 530,2004,automatic A/C,Euro 3,5,218 HP (160 kW),gray,333570,2993,back,4/5 doors,diesel,limousine,"manual, 6 speeds"
66,1,posted 2 weeks ago,6000,BMW 530,2004,automatic A/C,Euro 4,5,218 HP (160 kW),gray,398000,2996,back,4/5 doors,diesel,limousine,automatic
247,2,posted 3 weeks ago,5500,BMW 530,2004,automatic A/C,Euro 3,5,218 HP (160 kW),gray,390652,3000,back,4/5 doors,diesel,limousine,automatic
42,0,posted 4 weeks ago,3300,BMW 530,2003,automatic A/C,Euro 3,5,218 HP (160 kW),black,330000,3000,back,4/5 doors,diesel,limousine,"manual, 6 speeds"
322,5,posted 4 weeks ago,3300,BMW 530,2003,automatic A/C,Euro 3,5,218 HP (160 kW),black,330000,3000,back,4/5 doors,diesel,limousine,"manual, 6 speeds"
128,0,updated 4 days ago,25300,BMW 550,2013,automatic A/C,Euro 6,5,381 HP (280 kW),teget,213000,2995,4x4,4/5 doors,diesel,limousine,automatic
35,0,posted a week ago,10999,BMW 730,2011,automatic A/C,Euro 5,5,245 HP (180 kW),black,337000,3000,back,4/5 doors,diesel,limousine,automatic
53,0,posted a week ago,15500,BMW 730,2009,no A/C,Euro 5,5,245 HP (180 kW),golden,26000,2999,back,4/5 doors,diesel,limousine,automatic
2085,8,updated 3 weeks ago,9000,BMW 730,2008,automatic A/C,Euro 4,5,231 HP (170 kW),black,360000,2993,back,4/5 doors,diesel,limousine,automatic
728,3,updated today,8300,BMW 730,2007,automatic A/C,Euro 4,5,231 HP (170 kW),teget,210000,2993,back,4/5 doors,diesel,limousine,automatic
454,7,updated a week ago,6200,BMW 730,2005,automatic A/C,Euro 4,5,231 HP (170 kW),silver,260000,2995,back,4/5 doors,diesel,limousine,automatic
136,4,posted 2 days ago,2300,BMW 730,2005,automatic A/C,Euro 5,5,250 HP (184 kW),black,291000,3000,back,4/5 doors,diesel,limousine,automatic
116,3,posted 6 days ago,3500,BMW 730,2003,no A/C,,5,218 HP (160 kW),gray,300000,3000,back,4/5 doors,diesel,limousine,automatic
595,7,updated 5 days ago,9400,BMW 730,1987,no A/C,Euro 1,5,188 HP (138 kW),green,299960,2965,back,4/5 doors,petrol,limousine,automatic
105,1,posted 4 days ago,7000,BMW 735,1992,manual A/C,Euro 2,5,219 HP (161 kW),black,155950,3500,back,4/5 doors,petrol,limousine,automatic
250,3,updated a week ago,22750,BMW 740,2012,automatic A/C,,5,306 HP (225 kW),white,240000,2999,4x4,4/5 doors,diesel,limousine,automatic
44,2,posted a week ago,16500,BMW 740,2011,no A/C,Euro 5,5,309 HP (227 kW),black,275000,2999,4x4,4/5 doors,diesel,limousine,automatic
21,1,yesterday,14500,BMW 740,2011,automatic A/C,Euro 5,5,320 HP (235 kW),black,298000,2998,4x4,4/5 doors,diesel,limousine,automatic
4522,28,updated 6 days ago,7600,BMW 750,2010,automatic A/C,Euro 5,5,408 HP (300 kW),green,165000,4395,back,4/5 doors,petrol,limousine,semi-automatic
48,1,yesterday,4300,BMW 750,2005,automatic A/C,Euro 4,5,367 HP (270 kW),black,330000,4800,back,4/5 doors,petrol + gas,limousine,automatic
2955,25,updated 2 days ago,10000,BMW 750,1988,manual A/C,Euro 2,5,300 HP (221 kW),black,25000,4989,back,4/5 doors,petrol,limousine,"manual, 6 speeds"
153,1,posted 3 weeks ago,68000,BMW 840,2020,automatic A/C,Euro 6,5,324 HP (238 kW),teget,80000,3000,4x4,4/5 doors,diesel,coupe,automatic
69,0,posted a week ago,2630,BMW Compact,2003,manual A/C,Euro 3,5,117 HP (86 kW),gray,261354,2000,back,2/3 doors,diesel,coupe,"manual, 5 speeds"
350,4,posted a week ago,850,BMW Compact,2001,manual A/C,Euro 3,5,116 HP (85 kW),golden,229300,1800,back,2/3 doors,petrol,coupe,"manual, 5 speeds"
92,2,posted 2 days ago,25000,BMW M3,2005,no A/C,Euro 3,5,333 HP (245 kW),gray,198000,3247,back,2/3 doors,petrol,coupe,"manual, 5 speeds"
248,3,posted 2 weeks ago,14000,BMW M5,2012,automatic A/C,Euro 4,5,184 HP (135 kW),black,280000,1996,back,4/5 doors,diesel,limousine,automatic
12,0,posted today,26000,BMW M550,2013,automatic A/C,Euro 6,5,381 HP (280 kW),black,20900,2993,4x4,4/5 doors,diesel,limousine,automatic
788,3,updated yesterday,29900,BMW X1,2020,no A/C,Euro 6,5,189 HP (139 kW),blue,120000,1980,4x4,4/5 doors,diesel,suv,automatic
820,13,updated 2 weeks ago,20999,BMW X1,2020,automatic A/C,Euro 6,5,150 HP (110 kW),white,198000,1998,front,4/5 doors,diesel,suv,"manual, 6 speeds"
62,1,posted 2 weeks ago,19990,BMW X1,2019,automatic A/C,Euro 6,5,150 HP (110 kW),brown,141000,1998,front,4/5 doors,diesel,suv,automatic
45,0,posted a week ago,17500,BMW X1,2018,automatic A/C,Euro 6,5,150 HP (110 kW),black,191000,2000,front,4/5 doors,diesel,suv,"manual, 6 speeds"
114,0,updated 3 days ago,18900,BMW X1,2018,automatic A/C,Euro 6,5,190 HP (140 kW),black,189000,2000,4x4,4/5 doors,diesel,suv,automatic
46,0,posted a week ago,17990,BMW X1,2018,automatic A/C,Euro 6,5,116 HP (85 kW),golden,211000,1496,front,4/5 doors,diesel,suv,"manual, 6 speeds"
17,0,posted 2 days ago,18000,BMW X1,2016,automatic A/C,Euro 6,5,150 HP (110 kW),white,78000,1995,front,4/5 doors,diesel,suv,"manual, 6 speeds"
185,1,updated 4 days ago,12990,BMW X1,2015,automatic A/C,Euro 6,5,184 HP (135 kW),black,257000,1995,4x4,4/5 doors,diesel,suv,automatic
274,1,updated 6 days ago,12600,BMW X1,2014,automatic A/C,,5,143 HP (105 kW),gray,160000,1998,4x4,4/5 doors,diesel,suv,semi-automatic
451,2,updated a week ago,12990,BMW X1,2013,automatic A/C,Euro 5,5,143 HP (105 kW),black,179000,1995,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
36,1,posted 6 days ago,10950,BMW X1,2012,automatic A/C,Euro 5,5,143 HP (105 kW),gray,216160,1995,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
82,3,posted 5 days ago,8000,BMW X1,2012,automatic A/C,Euro 4,5,143 HP (105 kW),white,309,1995,4x4,4/5 doors,diesel,suv,automatic
49,1,posted a week ago,9750,BMW X1,2012,automatic A/C,Euro 5,5,143 HP (105 kW),brown,229000,1995,front,4/5 doors,diesel,suv,"manual, 6 speeds"
2174,13,updated 3 days ago,12000,BMW X1,2012,automatic A/C,Euro 5,5,177 HP (130 kW),brown,179000,1995,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
209,2,posted a week ago,5000,BMW X1,2012,automatic A/C,,5,143 HP (105 kW),brown,287365,1995,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
345,6,updated 3 weeks ago,9700,BMW X1,2011,automatic A/C,,5,143 HP (105 kW),white,210000,2000,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
60,0,posted a week ago,9900,BMW X1,2011,automatic A/C,Euro 4,5,143 HP (105 kW),white,183200,1995,4x4,4/5 doors,diesel,suv,automatic
68,1,posted a week ago,10500,BMW X1,2011,automatic A/C,Euro 5,5,143 HP (105 kW),white,185000,1995,4x4,4/5 doors,diesel,suv,automatic
60,0,posted a week ago,8500,BMW X1,2011,no A/C,,5,143 HP (105 kW),black,21400,1960,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
107,3,updated a week ago,9700,BMW X1,2010,manual A/C,Euro 5,5,143 HP (105 kW),black,171000,2000,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
45,1,posted a week ago,9100,BMW X1,2010,manual A/C,Euro 5,5,204 HP (150 kW),black,216000,1996,4x4,4/5 doors,diesel,suv,automatic
980,13,updated today,8100,BMW X1,2010,automatic A/C,Euro 5,5,143 HP (105 kW),white,232000,1989,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
20,0,posted a week ago,10300,BMW X1,2010,automatic A/C,,5,204 HP (150 kW),black,198000,1995,4x4,4/5 doors,diesel,suv,automatic
1082,12,updated a week ago,6950,BMW X1,2010,automatic A/C,Euro 4,5,177 HP (130 kW),blue,190100,1997,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
49,0,posted 3 days ago,7300,BMW X1,2010,manual A/C,Euro 4,5,143 HP (105 kW),white,312000,1960,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
321,8,updated 2 days ago,8800,BMW X1,2010,automatic A/C,Euro 5,5,177 HP (130 kW),black,145000,1968,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
105,3,posted 2 weeks ago,10000,BMW X1,2010,automatic A/C,Euro 5,5,204 HP (150 kW),black,185412,1998,4x4,4/5 doors,diesel,suv,automatic
183,1,updated today,33500,BMW X3,2020,automatic A/C,Euro 6,5,190 HP (140 kW),black,112000,1995,4x4,4/5 doors,diesel,suv,automatic
19,0,posted 4 days ago,36500,BMW X3,2018,automatic A/C,Euro 6,5,190 HP (140 kW),white,129000,2000,4x4,4/5 doors,diesel,suv,automatic
64,0,posted 3 weeks ago,36000,BMW X3,2018,automatic A/C,Euro 6,5,190 HP (140 kW),white,109000,1998,4x4,4/5 doors,diesel,suv,automatic
1322,15,updated 2 days ago,12700,BMW X3,2013,automatic A/C,Euro 5,5,163 HP (120 kW),black,214759,1995,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
464,6,updated 2 weeks ago,15990,BMW X3,2013,automatic A/C,Euro 6,5,184 HP (135 kW),white,237000,1998,4x4,4/5 doors,diesel,suv,automatic
79,1,posted 3 weeks ago,15900,BMW X3,2013,no A/C,,5,184 HP (135 kW),red,200001,1998,4x4,4/5 doors,diesel,suv,automatic
32,0,posted 6 days ago,15650,BMW X3,2012,automatic A/C,Euro 5,5,163 HP (120 kW),gray,210000,2000,4x4,4/5 doors,diesel,suv,automatic
95,2,posted a week ago,11500,BMW X3,2012,automatic A/C,Euro 5,5,184 HP (135 kW),black,300000,2000,4x4,4/5 doors,diesel,suv,automatic
15,0,posted 2 days ago,11000,BMW X3,2012,automatic A/C,,5,140 HP (103 kW),black,248000,1998,back,4/5 doors,diesel,suv,automatic
134,1,updated 4 days ago,13000,BMW X3,2011,automatic A/C,Euro 6,5,190 HP (140 kW),golden,290000,1995,4x4,4/5 doors,diesel,suv,automatic
123,3,posted 2 weeks ago,12499,BMW X3,2011,automatic A/C,Euro 6,6,184 HP (135 kW),black,200000,1995,4x4,4/5 doors,diesel,suv,automatic
43,0,posted a week ago,14000,BMW X3,2011,automatic A/C,Euro 5,5,184 HP (135 kW),white,348000,1954,4x4,4/5 doors,diesel,suv,automatic
93,3,posted 3 weeks ago,12400,BMW X3,2011,automatic A/C,Euro 5,5,184 HP (135 kW),black,184320,1995,4x4,4/5 doors,diesel,suv,automatic
516,5,updated 5 days ago,6500,BMW X3,2008,automatic A/C,,5,177 HP (130 kW),black,210000,1990,4x4,4/5 doors,diesel,suv,automatic
2385,11,updated 3 weeks ago,4800,BMW X3,2008,automatic A/C,,5,177 HP (130 kW),silver,250000,1995,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
39,0,posted 6 days ago,8500,BMW X3,2008,automatic A/C,Euro 4,5,177 HP (130 kW),black,254532,1995,4x4,4/5 doors,diesel,suv,automatic
30,1,posted 5 days ago,7150,BMW X3,2008,automatic A/C,Euro 4,5,177 HP (130 kW),teget,308000,2000,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
47,0,posted 6 days ago,7000,BMW X3,2008,automatic A/C,Euro 4,5,177 HP (130 kW),black,340000,1995,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
184,0,posted 4 days ago,8500,BMW X3,2008,automatic A/C,Euro 5,5,177 HP (130 kW),white,288564,2000,4x4,4/5 doors,diesel,suv,automatic
106,2,posted 3 weeks ago,7200,BMW X3,2008,automatic A/C,,5,177 HP (130 kW),black,201000,1995,4x4,4/5 doors,diesel,suv,automatic
54,1,posted a week ago,6300,BMW X3,2007,automatic A/C,,5,150 HP (110 kW),gray,205000,2000,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
25,0,posted 2 days ago,6850,BMW X3,2007,automatic A/C,Euro 3,5,150 HP (110 kW),gray,242000,2000,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
45,1,posted a week ago,6200,BMW X3,2007,automatic A/C,Euro 4,5,150 HP (110 kW),gray,262000,1998,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
96,2,posted a week ago,6800,BMW X3,2007,automatic A/C,Euro 3,5,150 HP (110 kW),gray,157251,2000,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
457,3,updated 2 weeks ago,5999,BMW X3,2007,automatic A/C,Euro 5,5,150 HP (110 kW),black,259000,2000,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
253,2,updated 4 days ago,5400,BMW X3,2006,automatic A/C,Euro 4,5,150 HP (110 kW),silver,302000,2000,back,4/5 doors,diesel,suv,"manual, 6 speeds"
556,5,updated 4 days ago,5700,BMW X3,2006,no A/C,,5,150 HP (110 kW),gray,208000,1986,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
17,0,posted 5 days ago,6650,BMW X3,2006,automatic A/C,Euro 3,5,150 HP (110 kW),gray,178800,2000,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
213,4,posted 3 weeks ago,4500,BMW X3,2006,automatic A/C,,5,150 HP (110 kW),black,280000,2000,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
20,0,posted today,6300,BMW X3,2006,automatic A/C,Euro 4,5,150 HP (110 kW),blue,270000,2000,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
455,6,updated a week ago,5300,BMW X3,2006,automatic A/C,Euro 3,5,150 HP (110 kW),black,263000,1998,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
173,1,posted a week ago,4400,BMW X3,2005,manual A/C,Euro 4,5,150 HP (110 kW),green,305000,1995,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
105,1,updated a week ago,7000,BMW X3,2005,automatic A/C,Euro 4,5,150 HP (110 kW),gray,247580,1980,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
162,4,posted a week ago,3800,BMW X3,2005,automatic A/C,Euro 4,5,150 HP (110 kW),black,284567,1995,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
262,3,updated a week ago,5650,BMW X3,2005,automatic A/C,Euro 4,5,156 HP (115 kW),gray,200000,2000,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
145,4,updated 3 days ago,6000,BMW X3,2005,automatic A/C,Euro 4,5,150 HP (110 kW),gray,2900000,1998,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
51,0,posted 2 weeks ago,6400,BMW X3,2005,automatic A/C,Euro 4,5,150 HP (110 kW),black,285754,2000,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
260,7,updated 3 days ago,4400,BMW X3,2004,manual A/C,Euro 3,5,150 HP (110 kW),gray,350000,1989,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
25,0,yesterday,5900,BMW X3,2004,automatic A/C,Euro 4,5,218 HP (160 kW),blue,260000,2997,4x4,4/5 doors,diesel,suv,automatic
136,0,posted 3 days ago,4000,BMW X3,2004,manual A/C,Euro 4,5,204 HP (150 kW),white,310000,2993,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
65,1,posted a week ago,4490,BMW X3,2004,manual A/C,Euro 4,5,150 HP (110 kW),gray,333500,1998,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
92,0,posted a week ago,27500,BMW X4,2018,automatic A/C,Euro 6,5,163 HP (120 kW),gray,168000,1995,4x4,4/5 doors,diesel,suv,automatic
148,0,posted 3 weeks ago,29999,BMW X5,2015,automatic A/C,,5,235 HP (173 kW),black,211000,2000,4x4,4/5 doors,diesel,suv,automatic
95,2,posted a week ago,9800,BMW X5,2008,automatic A/C,Euro 4,5,286 HP (210 kW),black,1111,3000,4x4,4/5 doors,diesel,suv,automatic
69,0,posted a week ago,14500,BMW X5,2008,automatic A/C,Euro 4,5,286 HP (210 kW),black,316000,3000,4x4,4/5 doors,diesel,suv,automatic
282,3,updated 2 weeks ago,9999,BMW X5,2008,automatic A/C,Euro 4,7,286 HP (210 kW),bordeaux,300000,3000,4x4,4/5 doors,diesel,suv,automatic
257,1,updated a week ago,12400,BMW X5,2008,automatic A/C,Euro 4,5,210 HP (154 kW),gray,265000,2986,4x4,4/5 doors,diesel,suv,automatic
61,1,posted a week ago,9500,BMW X5,2007,automatic A/C,Euro 4,5,235 HP (173 kW),silver,277000,2993,4x4,4/5 doors,diesel,suv,automatic
56,0,posted 5 days ago,12500,BMW X5,2007,automatic A/C,Euro 4,7,235 HP (173 kW),gray,295700,2993,back,4/5 doors,diesel,suv,semi-automatic
32,0,yesterday,7500,BMW X5,2005,automatic A/C,Euro 4,5,218 HP (160 kW),teget,258000,2993,4x4,4/5 doors,diesel,suv,automatic
214,1,posted 4 weeks ago,5000,BMW X5,2003,automatic A/C,Euro 4,5,185 HP (136 kW),black,200000,3000,4x4,4/5 doors,diesel,suv,semi-automatic
148,4,posted 4 days ago,3500,BMW X5,2003,manual A/C,Euro 3,5,231 HP (170 kW),black,240000,3000,4x4,4/5 doors,petrol,suv,automatic
120,0,posted 2 weeks ago,6500,BMW X5,2003,automatic A/C,Euro 3,5,184 HP (135 kW),black,243256,3000,4x4,4/5 doors,diesel,suv,automatic
73,1,posted a week ago,5600,BMW X5,2002,automatic A/C,Euro 4,5,184 HP (135 kW),black,330000,3000,4x4,4/5 doors,diesel,suv,automatic
42,0,posted 2 days ago,4499,BMW X5,2002,automatic A/C,Euro 3,5,231 HP (170 kW),gray,260000,2998,4x4,4/5 doors,petrol + gas,suv,automatic
65,1,posted 3 days ago,5000,BMW X5,2002,automatic A/C,,5,184 HP (135 kW),teget,20000,3000,4x4,4/5 doors,diesel,suv,automatic
4851,48,updated 3 weeks ago,3500,BMW X5,2002,automatic A/C,Euro 3,5,183 HP (135 kW),gray,253043,2926,4x4,4/5 doors,diesel,suv,automatic
40,0,posted 2 days ago,5150,BMW X5,2001,automatic A/C,Euro 3,5,286 HP (210 kW),gray,160000,4400,4x4,4/5 doors,petrol + gas,suv,automatic
571,7,updated yesterday,3800,BMW X5,2000,automatic A/C,Euro 2,5,286 HP (210 kW),gray,330000,4400,4x4,4/5 doors,petrol + gas,suv,automatic
1906,11,updated 3 days ago,27000,BMW X5 M,2012,automatic A/C,Euro 5,5,381 HP (280 kW),black,204000,2996,4x4,4/5 doors,diesel,suv,automatic
2425,11,updated a week ago,35150,BMW X6,2015,automatic A/C,,5,258 HP (190 kW),gray,220000,2993,4x4,4/5 doors,diesel,suv,automatic
1240,4,updated 6 days ago,18500,BMW X6,2010,automatic A/C,Euro 5,5,306 HP (225 kW),black,243800,2993,4x4,4/5 doors,diesel,suv,automatic
94,0,posted 2 days ago,13500,BMW X6,2010,automatic A/C,,4,306 HP (225 kW),black,247000,2998,4x4,4/5 doors,diesel,suv,automatic
148,5,posted 3 weeks ago,15300,BMW X6,2010,automatic A/C,Euro 5,4,485 HP (357 kW),black,221050,4395,4x4,4/5 doors,hybrid,suv,automatic
47,0,posted 6 days ago,21000,BMW X6,2009,automatic A/C,Euro 5,4,286 HP (210 kW),bordeaux,183000,3000,4x4,4/5 doors,diesel,suv,automatic
